Fecha,Compra_of,Venta_of
22/01/2024,"808,08","868,8"
19/01/2024,"808,08","868,8"
18/01/2024,"807,2","866,51"
17/01/2024,"806,96","866,2"
16/01/2024,"805,38","864,65"
15/01/2024,"804,36","863,62"
12/1/2024,"801,38","860,65"
11/1/2024,"801,22","860,49"
10/1/2024,"800,01","859,28"
9/1/2024,"799,73",859
8/1/2024,"798,35","857,62"
5/1/2024,"795,08","852,99"
4/1/2024,"794,55","853,15"
3/1/2024,"793,99","852,69"
2/1/2024,"793,03","851,14"
29/12/2023,"790,44","847,11"
28/12/2023,"788,59","844,66"
27/12/2023,"787,55","843,51"
26/12/2023,"787,24","843,55"
22/12/2023,"785,63","843,78"
21/12/2023,"786,4","842,68"
20/12/2023,"785,18","841,46"
19/12/2023,785,"841,28"
18/12/2023,"784,84","840,23"
15/12/2023,"782,53","838,18"
14/12/2023,"778,24","837,91"
13/12/2023,"773,97","832,64"
12/12/2023,"452,94","587,57"
11/12/2023,"382,4","462,4"
7/12/2023,"382,5","400,5"
6/12/2023,"361,31","381,31"
5/12/2023,361,381
4/12/2023,"360,37","380,37"
1/12/2023,"359,18","379,18"
30/11/2023,"358,37","378,37"
29/11/2023,"357,84","377,84"
28/11/2023,"357,55","377,55"
27/11/2023,"356,69","376,69"
24/11/2023,"355,38","375,38"
23/11/2023,"354,51","374,51"
22/11/2023,"354,33","374,33"
21/11/2023,"353,71","373,71"
17/11/2023,"351,55","371,55"
16/11/2023,"350,94","370,94"
15/11/2023,"350,51","370,51"
14/11/2023,"347,93","367,93"
13/11/2023,"347,93","367,93"
10/11/2023,"348,05","368,05"
9/11/2023,"347,93","367,93"
8/11/2023,"348,05","368,05"
7/11/2023,"348,05","368,05"
3/11/2023,"348,05","368,05"
2/11/2023,"348,05","368,05"
1/11/2023,"347,93","367,93"
31/10/2023,"347,94","367,94"
30/10/2023,"347,88","367,88"
27/10/2023,"347,93","367,93"
26/10/2023,"348,1","368,1"
25/10/2023,"347,72","367,72"
24/10/2023,"347,93","367,93"
23/10/2023,"347,91","367,91"
20/10/2023,"348,03","368,03"
19/10/2023,"347,17","367,17"
18/10/2023,"347,59","367,59"
17/10/2023,"347,59","367,59"
12/10/2023,"347,46","367,46"
11/10/2023,347,367
10/10/2023,"347,18","367,18"
9/10/2023,"347,18","367,18"
6/10/2023,"347,02","367,02"
5/10/2023,"347,09","367,09"
4/10/2023,"347,09","367,09"
3/10/2023,347,367
2/10/2023,347,367
29/09/2023,347,367
28/09/2023,347,367
27/09/2023,"346,64","366,64"
26/09/2023,"346,98","366,98"
25/09/2023,"346,98","366,98"
22/09/2023,"347,01","367,01"
21/09/2023,"347,09","367,09"
20/09/2023,347,367
19/09/2023,"346,64","366,64"
18/09/2023,"347,09","367,09"
15/09/2023,347,367
14/09/2023,"347,09","367,09"
13/09/2023,"346,72","366,72"
12/9/2023,"346,73","366,73"
11/9/2023,"347,02","367,02"
8/9/2023,"347,01","367,01"
7/9/2023,347,367
6/9/2023,"347,01","367,01"
5/9/2023,"347,01","367,01"
4/9/2023,"347,01","367,01"
1/9/2023,"347,02","367,02"
31/08/2023,"356,63","366,63"
30/08/2023,"357,09","367,09"
29/08/2023,"356,99","366,99"
28/08/2023,357,367
25/08/2023,357,367
24/08/2023,"357,37","367,37"
23/08/2023,"357,11","367,11"
22/08/2023,"357,03","367,03"
18/08/2023,"356,57","366,57"
17/08/2023,"356,55","366,55"
16/08/2023,"356,89","366,89"
15/08/2023,"356,63","366,63"
14/08/2023,"356,18","366,18"
11/8/2023,"290,01","300,01"
10/8/2023,"288,81","298,81"
9/8/2023,"287,82","297,82"
8/8/2023,"286,52","296,52"
7/8/2023,"285,25","295,25"
4/8/2023,"282,2","292,2"
3/8/2023,"281,33","291,33"
2/8/2023,"280,27","290,27"
1/8/2023,"279,17","289,17"
31/07/2023,"277,92","287,92"
28/07/2023,"276,56","286,56"
27/07/2023,"275,8","285,8"
26/07/2023,"275,2","285,2"
25/07/2023,"274,65","284,65"
24/07/2023,"274,37","284,37"
21/07/2023,"272,54","282,54"
20/07/2023,"271,66","281,66"
19/07/2023,"271,35","281,35"
18/07/2023,"270,59","280,59"
17/07/2023,"270,32","280,32"
14/07/2023,"268,47","278,47"
13/07/2023,"267,77","277,77"
12/7/2023,"266,89","276,89"
11/7/2023,"266,53","276,53"
10/7/2023,"265,81","275,81"
7/7/2023,"264,39","274,39"
6/7/2023,"263,71","273,71"
5/7/2023,"263,32","273,32"
4/7/2023,"262,06","272,06"
3/7/2023,"261,55","271,55"
30/06/2023,"260,16","270,16"
29/06/2023,"259,24","269,24"
28/06/2023,"258,09","268,09"
27/06/2023,"258,09","268,09"
26/06/2023,"257,22","267,22"
23/06/2023,"255,95","265,95"
22/06/2023,"255,31","265,31"
21/06/2023,"254,24","264,24"
16/06/2023,"251,59","261,59"
15/06/2023,"250,92","260,92"
14/06/2023,"249,85","259,85"
13/06/2023,"249,13","259,13"
12/6/2023,"248,52","258,52"
9/6/2023,"247,33","257,33"
8/6/2023,"246,09","256,09"
7/6/2023,"245,36","255,36"
6/6/2023,"244,7","254,7"
5/6/2023,"243,83","253,83"
2/6/2023,"241,99","251,99"
1/6/2023,"241,43","251,43"
31/05/2023,"240,37","250,37"
30/05/2023,"239,79","249,79"
29/05/2023,"238,68","248,68"
24/05/2023,"236,59","246,59"
23/05/2023,"235,53","245,53"
22/05/2023,"235,02","245,02"
19/05/2023,"233,59","243,59"
18/05/2023,"233,02","243,02"
17/05/2023,"232,65","242,65"
16/05/2023,"232,37","242,37"
15/05/2023,"231,39","241,39"
12/5/2023,"231,07","240,07"
11/5/2023,"230,59","239,59"
10/5/2023,"230,59","239,59"
9/5/2023,"229,89","238,89"
8/5/2023,"229,18","238,18"
5/5/2023,"226,98","235,98"
4/5/2023,"224,72","233,72"
3/5/2023,"223,88","232,88"
2/5/2023,"223,09","232,09"
28/04/2023,"220,63","229,63"
27/04/2023,"220,12","229,12"
26/04/2023,"219,43","228,43"
25/04/2023,"218,68","227,68"
24/04/2023,"217,94","226,94"
21/04/2023,"216,58","225,58"
20/04/2023,"216,21","225,21"
19/04/2023,"215,55","224,55"
18/04/2023,"214,73","223,73"
17/04/2023,"214,39","223,39"
14/04/2023,"212,77","221,77"
13/04/2023,"212,62","221,62"
12/4/2023,"212,46","221,46"
11/4/2023,"212,17","221,17"
10/4/2023,"211,73","220,73"
5/4/2023,"209,77","218,77"
4/4/2023,"209,03","218,03"
3/4/2023,"208,44","217,44"
31/03/2023,"207,24","216,24"
30/03/2023,"206,81","215,81"
29/03/2023,"206,5","215,5"
28/03/2023,"206,03","215,03"
27/03/2023,"205,45","214,45"
23/03/2023,"203,97","212,97"
22/03/2023,"203,72","212,72"
21/03/2023,"203,24","212,24"
20/03/2023,"202,85","211,85"
17/03/2023,"201,54","210,54"
16/03/2023,"201,21","210,21"
15/03/2023,"200,62","209,62"
14/03/2023,"200,36","209,36"
13/03/2023,"199,88","208,88"
10/3/2023,"198,96","207,96"
9/3/2023,"198,49","207,49"
8/3/2023,"198,22","207,22"
7/3/2023,"197,9","206,9"
6/3/2023,"197,67","206,67"
3/3/2023,"196,72","205,72"
2/3/2023,"196,37","205,37"
1/3/2023,"195,73","204,73"
28/02/2023,"195,39","204,39"
27/02/2023,"195,12","204,12"
24/02/2023,"193,88","202,88"
23/02/2023,"193,48","202,48"
22/02/2023,"192,73","201,73"
17/02/2023,"191,55","200,55"
16/02/2023,"190,7","199,7"
15/02/2023,"190,47","199,47"
14/02/2023,"190,03","199,03"
13/02/2023,"189,78","198,78"
10/2/2023,"188,6","197,6"
9/2/2023,"188,18","197,18"
8/2/2023,"187,93","196,93"
7/2/2023,"187,74","196,74"
6/2/2023,"187,52","196,52"
3/2/2023,"186,4","195,4"
2/2/2023,"186,14","195,14"
1/2/2023,"185,95","194,95"
31/01/2023,"185,36","194,36"
30/01/2023,"185,07","194,07"
27/01/2023,"184,06","193,06"
26/01/2023,"183,74","192,74"
25/01/2023,"183,26","192,26"
24/01/2023,"183,08","192,08"
23/01/2023,"182,68","191,68"
20/01/2023,"181,65","190,65"
19/01/2023,"181,2","190,2"
18/01/2023,"180,98","189,98"
17/01/2023,"180,74","189,74"
16/01/2023,"180,47","189,47"
13/01/2023,"179,53","188,53"
12/1/2023,"179,26","188,26"
11/1/2023,"179,21","188,21"
10/1/2023,"179,11","188,11"
9/1/2023,"178,72","187,72"
6/1/2023,"177,61","186,61"
5/1/2023,"177,25","186,25"
4/1/2023,"177,22","186,22"
3/1/2023,"176,99","185,99"
2/1/2023,"176,36","185,36"
30/12/2022,"175,64","184,64"
29/12/2022,"174,95","183,95"
28/12/2022,"174,51","183,51"
27/12/2022,"174,12","183,12"
26/12/2022,"173,82","182,82"
23/12/2022,"172,74","181,74"
22/12/2022,"172,36","181,36"
21/12/2022,"172,16","181,16"
20/12/2022,"171,68","180,68"
19/12/2022,"171,64","180,64"
16/12/2022,"170,69","179,69"
15/12/2022,"170,35","179,35"
14/12/2022,"170,22","179,22"
13/12/2022,"170,01","179,01"
12/12/2022,"169,57","178,57"
7/12/2022,"167,81","176,81"
6/12/2022,"167,59","176,59"
5/12/2022,"167,44","176,44"
2/12/2022,"166,24","175,24"
1/12/2022,"165,82","174,82"
30/11/2022,"165,55","174,55"
29/11/2022,"166,15","174,15"
28/11/2022,"165,66","173,66"
25/11/2022,"164,45","172,45"
24/11/2022,"164,24","172,24"
23/11/2022,"163,85","171,85"
22/11/2022,"163,52","171,52"
18/11/2022,"162,22","170,22"
17/11/2022,"161,89","169,89"
16/11/2022,"161,6","169,6"
15/11/2022,"161,18","169,18"
14/11/2022,"160,62","168,62"
11/11/2022,"159,77","167,77"
10/11/2022,"159,5","167,5"
9/11/2022,"159,17","167,17"
8/11/2022,"158,79","166,79"
7/11/2022,"158,33","166,33"
4/11/2022,"157,15","165,15"
3/11/2022,"156,82","164,82"
2/11/2022,"156,49","164,49"
1/11/2022,"156,26","164,26"
31/10/2022,"154,89","163,89"
28/10/2022,"154,59","162,59"
27/10/2022,"154,3","162,3"
26/10/2022,"154,22","162,22"
25/10/2022,"154,1","162,1"
24/10/2022,"153,56","161,56"
21/10/2022,"152,57","160,57"
20/10/2022,"152,27","160,27"
19/10/2022,"151,94","159,94"
18/10/2022,"151,71","159,71"
17/10/2022,"151,49","159,49"
14/10/2022,"150,28","158,28"
13/10/2022,"150,19","158,19"
12/10/2022,"149,96","157,96"
11/10/2022,"149,76","157,76"
6/10/2022,"148,29","156,29"
5/10/2022,"147,9","155,9"
4/10/2022,"147,67","155,67"
3/10/2022,"147,33","155,33"
30/09/2022,"146,25","154,25"
29/09/2022,"145,9","153,9"
28/09/2022,"145,61","153,61"
27/09/2022,"145,31","153,31"
26/09/2022,"145,01","153,01"
23/09/2022,"144,24","152,24"
22/09/2022,"143,64","151,64"
21/09/2022,"143,56","151,56"
20/09/2022,"143,24","151,24"
19/09/2022,"142,93","150,93"
16/09/2022,"142,17","150,17"
15/09/2022,"143,99","149,99"
14/09/2022,"143,61","149,61"
13/09/2022,"143,52","149,52"
12/9/2022,"143,43","149,43"
9/9/2022,"142,42","148,42"
8/9/2022,"142,15","148,15"
7/9/2022,"141,68","147,68"
6/9/2022,"141,35","147,35"
5/9/2022,"141,05","147,05"
1/9/2022,"139,86","145,86"
31/08/2022,"139,77","145,77"
30/08/2022,"139,62","145,62"
29/08/2022,"139,45","145,45"
26/08/2022,"138,73","144,73"
25/08/2022,"138,58","144,58"
24/08/2022,"138,29","144,29"
23/08/2022,"138,04","144,04"
22/08/2022,"138,04","144,04"
19/08/2022,"137,06","143,06"
18/08/2022,"136,39","142,39"
17/08/2022,"136,52","142,52"
16/08/2022,"136,41","142,41"
12/8/2022,"135,5","141,5"
11/8/2022,"134,98","140,98"
10/8/2022,"134,77","140,77"
9/8/2022,"134,77","140,77"
8/8/2022,"134,49","140,49"
5/8/2022,"133,89","139,89"
4/8/2022,"133,86","139,86"
3/8/2022,"133,31","139,31"
2/8/2022,"133,07","139,07"
1/8/2022,"132,9","138,9"
29/07/2022,"131,93","137,93"
28/07/2022,"131,86","137,86"
27/07/2022,"131,58","137,58"
26/07/2022,"131,38","137,38"
25/07/2022,"131,3","137,3"
22/07/2022,"130,61","136,61"
21/07/2022,"130,32","136,32"
20/07/2022,"130,1","136,1"
19/07/2022,"130,08","136,08"
18/07/2022,"129,79","135,79"
15/07/2022,"129,29","135,29"
14/07/2022,"129,21","135,21"
13/07/2022,"129,15","135,15"
12/7/2022,"128,88","134,88"
11/7/2022,"128,67","134,67"
8/7/2022,"127,89","133,89"
7/7/2022,"127,27","133,27"
6/7/2022,"126,85","132,85"
5/7/2022,"126,54","132,54"
4/7/2022,"126,07","132,07"
1/7/2022,"124,69","130,69"
30/06/2022,"124,44","130,44"
29/06/2022,"123,99","129,99"
28/06/2022,"124,14","130,14"
27/06/2022,"124,07","130,07"
24/06/2022,"123,15","129,15"
23/06/2022,"123,11","129,11"
22/06/2022,"123,01","129,01"
21/06/2022,"122,99","128,99"
16/06/2022,"122,19","128,19"
15/06/2022,"122,03","128,03"
14/06/2022,"121,62","127,62"
13/06/2022,"121,6","127,6"
10/6/2022,"121,1","127,1"
9/6/2022,121,127
8/6/2022,"120,77","126,77"
7/6/2022,"120,65","126,65"
6/6/2022,"120,6","126,6"
3/6/2022,"120,41","126,41"
2/6/2022,"119,95","125,95"
1/6/2022,"119,88","125,88"
31/05/2022,"119,62","125,62"
30/05/2022,"118,81","124,81"
27/05/2022,"118,81","124,81"
26/05/2022,"118,62","124,62"
24/05/2022,"118,45","124,45"
23/05/2022,"118,33","124,33"
20/05/2022,"117,91","123,91"
19/05/2022,"117,77","123,77"
17/05/2022,"117,55","123,55"
16/05/2022,"117,27","123,27"
13/05/2022,"117,11","123,11"
12/5/2022,"116,7","122,7"
11/5/2022,"116,5","122,5"
10/5/2022,"116,32","122,32"
9/5/2022,"116,16","122,16"
6/5/2022,"115,97","121,97"
5/5/2022,"115,73","121,73"
4/5/2022,"115,45","121,45"
3/5/2022,"115,33","121,33"
2/5/2022,"114,97","120,97"
29/04/2022,"114,64","120,64"
28/04/2022,"114,29","120,29"
27/04/2022,"114,13","120,13"
26/04/2022,"114,1","120,1"
25/04/2022,"113,78","119,78"
22/04/2022,"113,69","119,69"
21/04/2022,"113,58","119,58"
20/04/2022,"113,16","119,16"
19/04/2022,"113,03","119,03"
18/04/2022,"112,88","118,88"
13/04/2022,"112,39","118,39"
12/4/2022,"112,1","118,1"
11/4/2022,"112,02","118,02"
8/4/2022,"111,69","117,69"
7/4/2022,"111,65","117,65"
6/4/2022,"111,33","117,33"
5/4/2022,"111,1","117,1"
4/4/2022,"111,02","117,02"
1/4/2022,"110,64","116,64"
31/03/2022,"110,45","116,45"
30/03/2022,"110,31","116,31"
29/03/2022,"110,21","116,21"
28/03/2022,"110,19","116,19"
25/03/2022,"109,69","115,69"
23/03/2022,"109,61","115,61"
22/03/2022,"109,42","115,42"
21/03/2022,"109,35","115,35"
18/03/2022,"108,93","114,93"
17/03/2022,"108,91","114,91"
16/03/2022,"108,88","114,88"
15/03/2022,"108,82","114,82"
14/03/2022,"108,72","114,72"
11/3/2022,"108,49","114,49"
10/3/2022,"108,38","114,38"
9/3/2022,"108,37","114,37"
8/3/2022,"108,06","114,06"
7/3/2022,"107,94","113,94"
4/3/2022,"107,69","113,69"
3/3/2022,"107,48","113,48"
2/3/2022,"107,33","113,33"
25/02/2022,"106,95","112,95"
24/02/2022,"106,89","112,89"
23/02/2022,"106,83","112,83"
22/02/2022,"106,8","112,8"
21/02/2022,"106,71","112,71"
18/02/2022,"106,48","112,48"
17/02/2022,"106,24","112,24"
16/02/2022,"106,21","112,21"
15/02/2022,"106,17","112,17"
14/02/2022,"106,01","112,01"
11/2/2022,"105,67","111,67"
10/2/2022,"105,61","111,61"
9/2/2022,"105,52","111,52"
8/2/2022,"105,49","111,49"
7/2/2022,"105,46","111,46"
4/2/2022,"105,37","111,37"
3/2/2022,"104,92","110,92"
2/2/2022,"104,92","110,92"
1/2/2022,"104,91","110,91"
31/01/2022,"104,71","110,71"
28/01/2022,"104,68","110,68"
27/01/2022,"104,5","110,5"
26/01/2022,"104,15","110,15"
25/01/2022,"104,11","110,11"
24/01/2022,"104,08","110,08"
21/01/2022,"103,79","109,79"
20/01/2022,"103,71","109,71"
19/01/2022,"103,67","109,67"
18/01/2022,"103,64","109,64"
17/01/2022,"103,46","109,46"
14/01/2022,"103,21","109,21"
13/01/2022,"103,11","109,11"
12/1/2022,"103,05","109,05"
11/1/2022,"102,97","108,97"
10/1/2022,"102,96","108,96"
7/1/2022,"102,86","108,86"
6/1/2022,"102,72","108,72"
5/1/2022,"102,63","108,63"
4/1/2022,"102,61","108,61"
3/1/2022,"102,48","108,48"
30/12/2021,"102,29","108,29"
29/12/2021,"102,16","108,16"
28/12/2021,"102,14","108,14"
27/12/2021,"101,94","107,94"
23/12/2021,"101,74","107,74"
22/12/2021,"101,79","107,79"
21/12/2021,"101,73","107,73"
20/12/2021,"101,61","107,61"
17/12/2021,"101,57","107,57"
16/12/2021,"101,55","107,55"
15/12/2021,"101,51","107,51"
14/12/2021,"101,49","107,49"
13/12/2021,"101,38","107,38"
10/12/2021,"101,3","107,3"
9/12/2021,"101,26","107,26"
7/12/2021,"100,88","106,88"
6/12/2021,"100,65","106,65"
3/12/2021,"100,63","106,63"
2/12/2021,"100,6","106,6"
1/12/2021,"100,55","106,55"
30/11/2021,"100,48","106,48"
29/11/2021,"100,41","106,41"
26/11/2021,"100,17","106,17"
25/11/2021,"100,16","106,16"
24/11/2021,"100,08","106,08"
23/11/2021,"100,09","106,09"
19/11/2021,"99,96","105,96"
18/11/2021,"99,95","105,95"
17/11/2021,"99,94","105,94"
16/11/2021,"99,92","105,92"
15/11/2021,"99,88","105,88"
12/11/2021,"99,82","105,82"
11/11/2021,"100,79","105,79"
10/11/2021,"99,67","105,67"
9/11/2021,"99,63","105,63"
8/11/2021,"99,58","105,58"
5/11/2021,"99,45","105,45"
4/11/2021,"99,4","105,4"
3/11/2021,"99,38","105,38"
2/11/2021,"99,36","105,36"
1/11/2021,"99,35","105,35"
29/10/2021,"99,23","105,23"
28/10/2021,"99,15","105,15"
27/10/2021,"99,13","105,13"
26/10/2021,"99,05","105,05"
25/10/2021,"99,04","105,04"
22/10/2021,"98,94","104,94"
21/10/2021,"98,89","104,89"
20/10/2021,"98,88","104,88"
19/10/2021,"98,88","104,88"
18/10/2021,"98,79","104,79"
15/10/2021,"98,7","104,7"
14/10/2021,"98,59","104,59"
13/10/2021,"98,64","104,64"
12/10/2021,"98,47","104,47"
7/10/2021,"98,53","104,53"
6/10/2021,"98,53","104,53"
5/10/2021,"98,53","104,53"
4/10/2021,"98,34","104,34"
1/10/2021,"98,3","104,3"
30/09/2021,"98,3","104,3"
29/09/2021,"98,2","104,2"
28/09/2021,"98,19","104,19"
27/09/2021,"98,18","104,18"
24/09/2021,"98,12","104,12"
23/09/2021,"98,04","104,04"
22/09/2021,"98,1","104,1"
21/09/2021,"98,26","104,26"
20/09/2021,"98,09","104,09"
17/09/2021,"97,77","103,77"
16/09/2021,"97,58","103,58"
15/09/2021,"97,65","103,71"
14/09/2021,"97,62","103,62"
13/09/2021,"97,62","103,62"
10/9/2021,"97,56","103,56"
9/9/2021,"97,54","103,54"
8/9/2021,"97,53","103,53"
7/9/2021,"97,42","103,42"
6/9/2021,"97,45","103,45"
3/9/2021,"97,33","103,33"
2/9/2021,"97,31","103,31"
1/9/2021,"97,22","103,22"
31/08/2021,"97,14","103,14"
30/08/2021,"97,11","103,11"
27/08/2021,"96,97","102,97"
26/08/2021,"96,97","102,97"
25/08/2021,"96,79","102,79"
24/08/2021,"96,79","102,79"
23/08/2021,"96,76","102,76"
20/08/2021,"96,64","102,64"
19/08/2021,"96,61","102,61"
18/08/2021,"96,57","102,57"
17/08/2021,"96,57","102,57"
13/08/2021,"96,53","102,53"
12/8/2021,"96,36","102,36"
11/8/2021,"96,34","102,34"
10/8/2021,"96,34","102,34"
9/8/2021,"96,33","102,33"
6/8/2021,"96,3","102,3"
5/8/2021,"96,28","102,28"
4/8/2021,"96,25","102,25"
3/8/2021,"96,18","102,18"
2/8/2021,"96,12","102,12"
30/07/2021,"96,06","102,06"
29/07/2021,"95,99","101,99"
28/07/2021,96,102
27/07/2021,"95,95","101,95"
26/07/2021,"95,77","101,82"
23/07/2021,"95,75","101,75"
22/07/2021,"95,69","101,69"
21/07/2021,"95,76","101,76"
20/07/2021,"95,75","101,75"
19/07/2021,"95,72","101,72"
16/07/2021,"95,65","101,65"
15/07/2021,"95,64","101,64"
14/07/2021,"95,63","101,63"
13/07/2021,"95,48","101,48"
12/7/2021,"95,42","101,42"
8/7/2021,"95,35","101,35"
7/7/2021,"95,34","101,34"
6/7/2021,"95,33","101,33"
5/7/2021,"95,28","101,28"
2/7/2021,"95,19","101,19"
1/7/2021,"95,23","101,23"
30/06/2021,"95,17","101,17"
29/06/2021,"95,14","101,14"
28/06/2021,"95,1","101,1"
25/06/2021,"94,99","100,99"
24/06/2021,"94,89","100,89"
23/06/2021,"94,89","100,89"
22/06/2021,"94,69","100,69"
18/06/2021,"94,71","100,71"
17/06/2021,"94,71","100,71"
16/06/2021,"94,62","100,62"
15/06/2021,"94,67","100,67"
14/06/2021,"94,53","100,53"
11/6/2021,"94,39","100,39"
10/6/2021,"94,37","100,37"
9/6/2021,"94,36","100,36"
8/6/2021,"94,37","100,37"
7/6/2021,"94,34","100,34"
4/6/2021,"94,28","100,28"
3/6/2021,"94,26","100,26"
2/6/2021,"94,26","100,26"
1/6/2021,"94,23","100,23"
31/05/2021,"94,09","100,09"
28/05/2021,"94,04","100,04"
27/05/2021,"94,02","100,02"
26/05/2021,"93,96","99,96"
21/05/2021,"93,71","99,71"
20/05/2021,"93,71","99,71"
19/05/2021,"93,7","99,7"
18/05/2021,"93,64","99,64"
17/05/2021,"93,64","99,64"
14/05/2021,"93,51","99,51"
13/05/2021,"93,51","99,51"
12/5/2021,"93,51","99,51"
11/5/2021,"93,5","99,5"
10/5/2021,"93,5","99,5"
7/5/2021,"93,43","99,43"
6/5/2021,"93,34","99,34"
5/5/2021,"93,33","99,33"
4/5/2021,"93,3","99,3"
3/5/2021,"93,21","99,21"
30/04/2021,"92,9","98,9"
29/04/2021,"92,97","98,97"
28/04/2021,"92,91","98,91"
27/04/2021,"92,89","98,89"
26/04/2021,"92,88","98,88"
23/04/2021,"92,78","98,78"
22/04/2021,"92,64","98,64"
21/04/2021,"92,61","98,61"
20/04/2021,"92,59","98,59"
19/04/2021,"92,59","98,59"
16/04/2021,"92,52","98,52"
15/04/2021,"92,47","98,47"
14/04/2021,"92,32","98,32"
13/04/2021,"92,33","98,33"
12/4/2021,"92,31","98,31"
9/4/2021,"92,21","98,21"
8/4/2021,"92,2","98,2"
7/4/2021,"92,19","98,19"
6/4/2021,"92,1","98,1"
5/4/2021,"92,1","98,1"
31/03/2021,"91,69","97,69"
30/03/2021,"91,61","97,61"
29/03/2021,"91,61","97,61"
26/03/2021,"91,57","97,57"
25/03/2021,"91,45","97,45"
23/03/2021,"91,33","97,33"
22/03/2021,"91,1","97,1"
19/03/2021,"90,98","96,98"
18/03/2021,"90,83","96,83"
17/03/2021,"90,76","96,76"
16/03/2021,"90,81","96,81"
15/03/2021,"90,69","96,69"
12/3/2021,"90,49","96,49"
11/3/2021,"90,45","96,45"
10/3/2021,"90,31","96,31"
9/3/2021,"90,07","96,07"
8/3/2021,90,96
5/3/2021,"89,69","95,69"
4/3/2021,"89,75","95,75"
3/3/2021,"89,73","95,73"
2/3/2021,"89,67","95,67"
1/3/2021,"89,49","95,49"
26/02/2021,"89,12","95,12"
25/02/2021,"89,08","95,08"
24/02/2021,"89,02","95,02"
23/02/2021,"88,83","94,83"
22/02/2021,"88,77","94,77"
19/02/2021,"88,4","94,4"
18/02/2021,"88,29","94,29"
17/02/2021,"88,23","94,23"
12/2/2021,"87,95","93,95"
11/2/2021,"87,87","93,87"
10/2/2021,"87,73","93,73"
9/2/2021,"87,58","93,58"
8/2/2021,"87,57","93,57"
5/2/2021,"87,32","93,32"
4/2/2021,"87,19","93,19"
3/2/2021,"86,96","92,96"
2/2/2021,"87,06","93,06"
1/2/2021,"86,99","92,99"
29/01/2021,"86,7","92,7"
28/01/2021,"86,58","92,58"
27/01/2021,"86,44","92,44"
26/01/2021,"86,4","92,4"
25/01/2021,"86,35","92,35"
22/01/2021,86,92
21/01/2021,"85,91","91,91"
20/01/2021,"85,76","91,76"
19/01/2021,"85,77","91,77"
18/01/2021,"85,31","91,31"
15/01/2021,"85,14","91,14"
14/01/2021,"85,19","91,19"
13/01/2021,"85,03","91,03"
12/1/2021,"85,07","91,07"
11/1/2021,"84,99","90,99"
8/1/2021,"84,79","90,79"
7/1/2021,"84,68","90,68"
6/1/2021,"84,55","90,55"
5/1/2021,"84,55","90,55"
4/1/2021,"84,22","90,22"
30/12/2020,"83,87","89,87"
29/12/2020,"83,7","89,7"
28/12/2020,"83,24","89,24"
23/12/2020,"82,92","88,92"
22/12/2020,"82,8","88,8"
21/12/2020,"82,76","88,76"
18/12/2020,"82,26","88,26"
17/12/2020,"82,18","88,18"
16/12/2020,"82,13","88,13"
15/12/2020,"82,12","88,12"
14/12/2020,"81,96","87,96"
11/12/2020,"81,85","87,85"
10/12/2020,"81,84","87,84"
9/12/2020,"81,38","87,38"
4/12/2020,"81,17","87,17"
3/12/2020,"81,14","87,14"
2/12/2020,81,87
1/12/2020,"80,95","86,95"
30/11/2020,"80,72","86,72"
27/11/2020,"80,61","86,61"
26/11/2020,"80,53","86,53"
25/11/2020,"80,19","86,19"
24/11/2020,"80,13","86,13"
20/11/2020,"79,91","85,91"
19/11/2020,"79,74","85,74"
18/11/2020,"79,57","85,57"
17/11/2020,"79,6","85,6"
16/11/2020,"79,6","85,6"
13/11/2020,"79,27","85,27"
12/11/2020,"79,14","85,14"
11/11/2020,"79,04","85,04"
10/11/2020,"79,03","85,03"
9/11/2020,"78,95","84,95"
5/11/2020,"78,63","84,63"
4/11/2020,"78,62","84,62"
3/11/2020,"78,52","84,52"
2/11/2020,"78,41","84,41"
30/10/2020,"77,89","83,89"
29/10/2020,"77,9","83,9"
28/10/2020,"77,9","83,9"
27/10/2020,"77,89","83,89"
26/10/2020,"77,9","83,9"
23/10/2020,"77,85","83,85"
22/10/2020,"77,78","83,78"
21/10/2020,"77,32","83,32"
20/10/2020,"77,27","83,27"
19/10/2020,"77,21","83,21"
16/10/2020,"77,2","83,2"
15/10/2020,"76,99","82,99"
14/10/2020,"76,95","82,95"
13/10/2020,"76,92","82,92"
9/10/2020,"76,74","82,74"
8/10/2020,"76,79","82,79"
7/10/2020,"76,72","82,72"
6/10/2020,"76,72","82,72"
5/10/2020,"76,64","82,64"
2/10/2020,"76,44","82,44"
1/10/2020,"75,8","80,8"
30/09/2020,"75,62","80,62"
29/09/2020,"75,24","80,24"
28/09/2020,"75,15","80,15"
25/09/2020,"75,05","80,05"
24/09/2020,"74,99","79,99"
23/09/2020,"74,89","79,89"
22/09/2020,"74,86","79,86"
21/09/2020,"74,71","79,71"
18/09/2020,"74,59","79,59"
17/09/2020,"74,59","79,59"
16/09/2020,"74,55","79,55"
15/09/2020,"74,36","79,36"
14/09/2020,"74,24","79,24"
11/9/2020,"74,16","79,16"
10/9/2020,"74,07","79,07"
9/9/2020,"74,05","79,05"
8/9/2020,"74,03","79,03"
7/9/2020,"73,94","78,94"
4/9/2020,"73,64","78,64"
3/9/2020,"73,63","78,63"
2/9/2020,"73,63","78,63"
1/9/2020,"73,5","78,5"
31/08/2020,"73,36","78,36"
28/08/2020,"73,18","78,18"
