Fecha,Compra_of,Venta_of
14/03/2008,"3,14","3,17"
13/03/2008,"3,14","3,17"
12/3/2008,"3,14","3,17"
11/3/2008,"3,14","3,17"
10/3/2008,"3,14","3,17"
7/3/2008,"3,14","3,17"
6/3/2008,"3,14","3,17"
5/3/2008,"3,14","3,17"
4/3/2008,"3,14","3,17"
3/3/2008,"3,15","3,18"
29/02/2008,"3,14","3,17"
28/02/2008,"3,14","3,17"
27/02/2008,"3,14","3,17"
26/02/2008,"3,14","3,17"
25/02/2008,"3,14","3,17"
22/02/2008,"3,14","3,17"
21/02/2008,"3,14","3,17"
20/02/2008,"3,14","3,17"
19/02/2008,"3,14","3,17"
18/02/2008,"3,14","3,17"
15/02/2008,"3,14","3,17"
14/02/2008,"3,14","3,17"
13/02/2008,"3,15","3,18"
12/2/2008,"3,15","3,18"
11/2/2008,"3,15","3,18"
8/2/2008,"3,15","3,18"
7/2/2008,"3,15","3,18"
6/2/2008,"3,15","3,18"
5/2/2008,"3,14","3,17"
4/2/2008,"3,14","3,17"
1/2/2008,"3,14","3,17"
31/01/2008,"3,14","3,17"
30/01/2008,"3,14","3,17"
29/01/2008,"3,14","3,17"
28/01/2008,"3,14","3,17"
25/01/2008,"3,14","3,17"
24/01/2008,"3,14","3,17"
23/01/2008,"3,14","3,18"
22/01/2008,"3,14","3,17"
21/01/2008,"3,14","3,18"
18/01/2008,"3,14","3,17"
17/01/2008,"3,13","3,17"
16/01/2008,"3,13","3,16"
15/01/2008,"3,13","3,16"
14/01/2008,"3,12","3,15"
11/1/2008,"3,12","3,15"
10/1/2008,"3,12","3,15"
9/1/2008,"3,12","3,15"
8/1/2008,"3,12","3,15"
7/1/2008,"3,13","3,16"
4/1/2008,"3,13","3,16"
3/1/2008,"3,13","3,16"
2/1/2008,"3,13","3,16"
28/12/2007,"3,13","3,17"
27/12/2007,"3,13","3,16"
26/12/2007,"3,13","3,16"
21/12/2007,"3,12","3,15"
20/12/2007,"3,12","3,15"
19/12/2007,"3,12","3,16"
18/12/2007,"3,13","3,16"
17/12/2007,"3,13","3,16"
14/12/2007,"3,13","3,16"
13/12/2007,"3,12","3,16"
12/12/2007,"3,12","3,15"
11/12/2007,"3,12","3,15"
10/12/2007,"3,12","3,16"
7/12/2007,"3,12","3,15"
6/12/2007,"3,12","3,15"
5/12/2007,"3,12","3,15"
4/12/2007,"3,13","3,16"
3/12/2007,"3,13","3,16"
30/11/2007,"3,13","3,16"
29/11/2007,"3,13","3,16"
28/11/2007,"3,13","3,16"
27/11/2007,"3,13","3,16"
26/11/2007,"3,13","3,16"
23/11/2007,"3,13","3,16"
22/11/2007,"3,13","3,16"
21/11/2007,"3,12","3,15"
20/11/2007,"3,12","3,15"
19/11/2007,"3,12","3,15"
16/11/2007,"3,12","3,15"
15/11/2007,"3,12","3,15"
14/11/2007,"3,12","3,15"
13/11/2007,"3,12","3,15"
12/11/2007,"3,12","3,15"
9/11/2007,"3,12","3,15"
8/11/2007,"3,12","3,15"
7/11/2007,"3,12","3,16"
5/11/2007,"3,13","3,16"
2/11/2007,"3,13","3,16"
1/11/2007,"3,13","3,16"
31/10/2007,"3,14","3,17"
30/10/2007,"3,15","3,18"
29/10/2007,"3,15","3,18"
26/10/2007,"3,16","3,19"
25/10/2007,"3,16","3,19"
24/10/2007,"3,16","3,2"
23/10/2007,"3,16","3,19"
22/10/2007,"3,16","3,19"
19/10/2007,"3,15","3,19"
18/10/2007,"3,15","3,18"
17/10/2007,"3,15","3,18"
16/10/2007,"3,15","3,18"
12/10/2007,"3,15","3,18"
11/10/2007,"3,15","3,18"
10/10/2007,"3,15","3,18"
9/10/2007,"3,15","3,18"
8/10/2007,"3,15","3,18"
5/10/2007,"3,15","3,18"
4/10/2007,"3,15","3,18"
3/10/2007,"3,14","3,17"
2/10/2007,"3,14","3,17"
1/10/2007,"3,14","3,18"
28/09/2007,"3,14","3,17"
27/09/2007,"3,14","3,18"
26/09/2007,"3,14","3,17"
25/09/2007,"3,14","3,17"
24/09/2007,"3,14","3,17"
21/09/2007,"3,14","3,17"
20/09/2007,"3,13","3,17"
19/09/2007,"3,13","3,16"
18/09/2007,"3,13","3,17"
17/09/2007,"3,13","3,17"
14/09/2007,"3,13","3,17"
13/09/2007,"3,13","3,17"
12/9/2007,"3,14","3,18"
11/9/2007,"3,15","3,18"
10/9/2007,"3,16","3,19"
7/9/2007,"3,16","3,19"
6/9/2007,"3,16","3,19"
5/9/2007,"3,16","3,19"
4/9/2007,"3,16","3,19"
3/9/2007,"3,15","3,19"
31/08/2007,"3,15","3,19"
30/08/2007,"3,16","3,19"
29/08/2007,"3,16","3,19"
28/08/2007,"3,16","3,2"
27/08/2007,"3,16","3,2"
24/08/2007,"3,17","3,2"
23/08/2007,"3,16","3,2"
22/08/2007,"3,15","3,2"
21/08/2007,"3,15","3,19"
17/08/2007,"3,14","3,19"
16/08/2007,"3,16","3,2"
15/08/2007,"3,14","3,18"
14/08/2007,"3,13","3,17"
13/08/2007,"3,13","3,17"
10/8/2007,"3,14","3,18"
9/8/2007,"3,13","3,17"
8/8/2007,"3,13","3,16"
7/8/2007,"3,13","3,17"
6/8/2007,"3,13","3,17"
3/8/2007,"3,13","3,17"
2/8/2007,"3,12","3,16"
1/8/2007,"3,12","3,16"
31/07/2007,"3,12","3,16"
30/07/2007,"3,12","3,16"
27/07/2007,"3,11","3,16"
26/07/2007,"3,13","3,18"
25/07/2007,"3,15","3,2"
24/07/2007,"3,13","3,17"
23/07/2007,"3,11","3,14"
20/07/2007,"3,1","3,13"
19/07/2007,"3,1","3,13"
18/07/2007,"3,09","3,13"
17/07/2007,"3,09","3,12"
16/07/2007,"3,09","3,12"
13/07/2007,"3,09","3,12"
12/7/2007,"3,09","3,12"
11/7/2007,"3,09","3,12"
10/7/2007,"3,09","3,12"
6/7/2007,"3,09","3,12"
5/7/2007,"3,08","3,11"
4/7/2007,"3,08","3,11"
3/7/2007,"3,08","3,11"
2/7/2007,"3,08","3,11"
29/06/2007,"3,07","3,11"
28/06/2007,"3,07","3,11"
27/06/2007,"3,07","3,11"
26/06/2007,"3,07","3,1"
25/06/2007,"3,07","3,1"
22/06/2007,"3,07","3,1"
21/06/2007,"3,06","3,09"
20/06/2007,"3,06","3,09"
19/06/2007,"3,06","3,09"
15/06/2007,"3,06","3,09"
14/06/2007,"3,06","3,09"
13/06/2007,"3,06","3,09"
12/6/2007,"3,06","3,09"
11/6/2007,"3,06","3,09"
8/6/2007,"3,06","3,1"
7/6/2007,"3,06","3,1"
6/6/2007,"3,06","3,1"
5/6/2007,"3,06","3,09"
4/6/2007,"3,06","3,1"
1/6/2007,"3,06","3,1"
31/05/2007,"3,07","3,1"
30/05/2007,"3,07","3,1"
29/05/2007,"3,07","3,1"
28/05/2007,"3,07","3,1"
24/05/2007,"3,07","3,1"
23/05/2007,"3,07","3,1"
22/05/2007,"3,06","3,1"
21/05/2007,"3,07","3,1"
18/05/2007,"3,07","3,1"
17/05/2007,"3,07","3,1"
16/05/2007,"3,07","3,1"
15/05/2007,"3,07","3,1"
14/05/2007,"3,07","3,1"
11/5/2007,"3,07","3,1"
10/5/2007,"3,07","3,1"
9/5/2007,"3,07","3,1"
8/5/2007,"3,07","3,1"
7/5/2007,"3,07","3,1"
4/5/2007,"3,07","3,11"
3/5/2007,"3,08","3,11"
2/5/2007,"3,08","3,11"
30/04/2007,"3,08","3,11"
27/04/2007,"3,08","3,11"
26/04/2007,"3,08","3,11"
25/04/2007,"3,07","3,11"
24/04/2007,"3,07","3,1"
23/04/2007,"3,07","3,11"
20/04/2007,"3,08","3,11"
19/04/2007,"3,07","3,11"
18/04/2007,"3,07","3,11"
17/04/2007,"3,07","3,11"
16/04/2007,"3,08","3,11"
13/04/2007,"3,08","3,11"
12/4/2007,"3,07","3,11"
11/4/2007,"3,08","3,11"
10/4/2007,"3,08","3,11"
9/4/2007,"3,08","3,12"
4/4/2007,"3,08","3,12"
3/4/2007,"3,09","3,12"
30/03/2007,"3,09","3,12"
29/03/2007,"3,09","3,12"
28/03/2007,"3,09","3,12"
27/03/2007,"3,09","3,12"
26/03/2007,"3,09","3,12"
23/03/2007,"3,08","3,12"
22/03/2007,"3,08","3,12"
21/03/2007,"3,08","3,12"
20/03/2007,"3,08","3,12"
19/03/2007,"3,08","3,12"
16/03/2007,"3,08","3,12"
15/03/2007,"3,08","3,12"
14/03/2007,"3,08","3,12"
13/03/2007,"3,08","3,12"
12/3/2007,"3,09","3,12"
9/3/2007,"3,09","3,12"
8/3/2007,"3,09","3,12"
7/3/2007,"3,08","3,12"
6/3/2007,"3,08","3,12"
5/3/2007,"3,08","3,12"
2/3/2007,"3,08","3,12"
1/3/2007,"3,08","3,12"
28/02/2007,"3,08","3,12"
27/02/2007,"3,08","3,12"
26/02/2007,"3,08","3,12"
23/02/2007,"3,08","3,12"
22/02/2007,"3,09","3,12"
21/02/2007,"3,08","3,12"
20/02/2007,"3,08","3,12"
19/02/2007,"3,08","3,12"
16/02/2007,"3,08","3,12"
15/02/2007,"3,08","3,11"
14/02/2007,"3,08","3,12"
13/02/2007,"3,08","3,12"
12/2/2007,"3,08","3,12"
9/2/2007,"3,08","3,12"
8/2/2007,"3,08","3,12"
7/2/2007,"3,08","3,12"
6/2/2007,"3,09","3,12"
5/2/2007,"3,08","3,12"
2/2/2007,"3,08","3,12"
1/2/2007,"3,09","3,12"
31/01/2007,"3,09","3,12"
30/01/2007,"3,09","3,12"
29/01/2007,"3,09","3,12"
26/01/2007,"3,09","3,12"
25/01/2007,"3,08","3,11"
24/01/2007,"3,08","3,11"
23/01/2007,"3,08","3,11"
22/01/2007,"3,07","3,1"
19/01/2007,"3,07","3,1"
18/01/2007,"3,07","3,1"
17/01/2007,"3,06","3,1"
16/01/2007,"3,06","3,1"
15/01/2007,"3,07","3,1"
12/1/2007,"3,06","3,1"
11/1/2007,"3,06","3,1"
10/1/2007,"3,07","3,1"
9/1/2007,"3,07","3,1"
8/1/2007,"3,06","3,1"
5/1/2007,"3,06","3,09"
4/1/2007,"3,05","3,09"
3/1/2007,"3,05","3,08"
2/1/2007,"3,05","3,08"
29/12/2006,"3,06","3,09"
28/12/2006,"3,06","3,09"
27/12/2006,"3,06","3,1"
26/12/2006,"3,05","3,08"
22/12/2006,"3,04","3,07"
21/12/2006,"3,04","3,07"
20/12/2006,"3,04","3,07"
19/12/2006,"3,04","3,08"
18/12/2006,"3,04","3,08"
15/12/2006,"3,04","3,08"
14/12/2006,"3,04","3,08"
13/12/2006,"3,04","3,08"
12/12/2006,"3,04","3,08"
11/12/2006,"3,05","3,08"
7/12/2006,"3,04","3,08"
6/12/2006,"3,04","3,08"
5/12/2006,"3,05","3,08"
4/12/2006,"3,05","3,08"
1/12/2006,"3,05","3,09"
30/11/2006,"3,06","3,09"
29/11/2006,"3,06","3,09"
28/11/2006,"3,06","3,1"
27/11/2006,"3,06","3,09"
24/11/2006,"3,06","3,09"
23/11/2006,"3,06","3,09"
22/11/2006,"3,06","3,1"
21/11/2006,"3,06","3,09"
20/11/2006,"3,06","3,09"
17/11/2006,"3,06","3,09"
16/11/2006,"3,06","3,09"
15/11/2006,"3,06","3,09"
14/11/2006,"3,06","3,1"
13/11/2006,"3,06","3,1"
10/11/2006,"3,06","3,09"
9/11/2006,"3,06","3,09"
8/11/2006,"3,06","3,1"
7/11/2006,"3,07","3,1"
3/11/2006,"3,07","3,11"
2/11/2006,"3,08","3,11"
1/11/2006,"3,08","3,11"
31/10/2006,"3,08","3,11"
30/10/2006,"3,08","3,12"
27/10/2006,"3,08","3,11"
26/10/2006,"3,08","3,11"
25/10/2006,"3,08","3,11"
24/10/2006,"3,08","3,11"
23/10/2006,"3,08","3,11"
20/10/2006,"3,08","3,11"
19/10/2006,"3,08","3,11"
18/10/2006,"3,09","3,12"
17/10/2006,"3,09","3,12"
13/10/2006,"3,09","3,12"
12/10/2006,"3,09","3,12"
11/10/2006,"3,09","3,12"
10/10/2006,"3,09","3,12"
9/10/2006,"3,09","3,12"
6/10/2006,"3,09","3,12"
5/10/2006,"3,09","3,12"
4/10/2006,"3,09","3,12"
3/10/2006,"3,09","3,12"
2/10/2006,"3,09","3,12"
29/09/2006,"3,09","3,12"
28/09/2006,"3,09","3,12"
27/09/2006,"3,09","3,12"
26/09/2006,"3,09","3,12"
25/09/2006,"3,09","3,12"
22/09/2006,"3,09","3,12"
21/09/2006,"3,09","3,12"
20/09/2006,"3,08","3,12"
19/09/2006,"3,08","3,11"
18/09/2006,"3,08","3,11"
15/09/2006,"3,09","3,12"
14/09/2006,"3,09","3,12"
13/09/2006,"3,09","3,12"
12/9/2006,"3,09","3,12"
11/9/2006,"3,08","3,11"
8/9/2006,"3,08","3,11"
7/9/2006,"3,09","3,12"
6/9/2006,"3,08","3,12"
5/9/2006,"3,08","3,11"
4/9/2006,"3,08","3,11"
1/9/2006,"3,08","3,11"
31/08/2006,"3,08","3,11"
30/08/2006,"3,08","3,11"
29/08/2006,"3,08","3,11"
28/08/2006,"3,08","3,11"
25/08/2006,"3,07","3,1"
24/08/2006,"3,07","3,1"
23/08/2006,"3,07","3,1"
22/08/2006,"3,07","3,1"
18/08/2006,"3,07","3,1"
17/08/2006,"3,06","3,09"
16/08/2006,"3,06","3,09"
15/08/2006,"3,06","3,09"
14/08/2006,"3,06","3,09"
11/8/2006,"3,06","3,09"
10/8/2006,"3,06","3,09"
9/8/2006,"3,06","3,09"
8/8/2006,"3,06","3,09"
7/8/2006,"3,06","3,09"
4/8/2006,"3,06","3,09"
3/8/2006,"3,06","3,09"
2/8/2006,"3,06","3,09"
1/8/2006,"3,06","3,1"
31/07/2006,"3,06","3,1"
28/07/2006,"3,07","3,1"
27/07/2006,"3,06","3,1"
26/07/2006,"3,07","3,1"
25/07/2006,"3,07","3,1"
24/07/2006,"3,07","3,1"
21/07/2006,"3,07","3,1"
20/07/2006,"3,07","3,1"
19/07/2006,"3,07","3,1"
18/07/2006,"3,07","3,1"
17/07/2006,"3,07","3,1"
14/07/2006,"3,07","3,1"
13/07/2006,"3,07","3,1"
12/7/2006,"3,07","3,1"
11/7/2006,"3,07","3,1"
10/7/2006,"3,07","3,1"
7/7/2006,"3,07","3,1"
6/7/2006,"3,07","3,1"
5/7/2006,"3,07","3,1"
4/7/2006,"3,07","3,1"
3/7/2006,"3,07","3,1"
30/06/2006,"3,07","3,1"
29/06/2006,"3,07","3,1"
28/06/2006,"3,07","3,11"
27/06/2006,"3,07","3,1"
26/06/2006,"3,07","3,1"
23/06/2006,"3,07","3,1"
22/06/2006,"3,06","3,1"
21/06/2006,"3,06","3,1"
20/06/2006,"3,07","3,1"
16/06/2006,"3,07","3,1"
15/06/2006,"3,06","3,1"
14/06/2006,"3,07","3,1"
13/06/2006,"3,07","3,1"
12/6/2006,"3,07","3,1"
9/6/2006,"3,07","3,1"
8/6/2006,"3,06","3,1"
7/6/2006,"3,07","3,1"
6/6/2006,"3,07","3,1"
5/6/2006,"3,06","3,1"
2/6/2006,"3,06","3,1"
1/6/2006,"3,06","3,1"
31/05/2006,"3,07","3,1"
30/05/2006,"3,06","3,1"
29/05/2006,"3,06","3,09"
26/05/2006,"3,06","3,09"
24/05/2006,"3,06","3,1"
23/05/2006,"3,05","3,08"
22/05/2006,"3,05","3,08"
19/05/2006,"3,04","3,07"
18/05/2006,"3,04","3,07"
17/05/2006,"3,03","3,06"
16/05/2006,"3,03","3,06"
15/05/2006,"3,03","3,06"
12/5/2006,"3,03","3,06"
11/5/2006,"3,03","3,06"
10/5/2006,"3,03","3,06"
9/5/2006,"3,03","3,06"
8/5/2006,"3,03","3,06"
5/5/2006,"3,03","3,06"
4/5/2006,"3,03","3,06"
3/5/2006,"3,03","3,06"
2/5/2006,"3,03","3,07"
28/04/2006,"3,03","3,07"
27/04/2006,"3,03","3,06"
26/04/2006,"3,03","3,06"
25/04/2006,"3,03","3,07"
24/04/2006,"3,04","3,07"
21/04/2006,"3,05","3,08"
20/04/2006,"3,05","3,08"
19/04/2006,"3,06","3,09"
18/04/2006,"3,06","3,09"
17/04/2006,"3,06","3,09"
12/4/2006,"3,06","3,09"
11/4/2006,"3,06","3,1"
10/4/2006,"3,06","3,1"
7/4/2006,"3,06","3,1"
6/4/2006,"3,06","3,1"
5/4/2006,"3,07","3,1"
4/4/2006,"3,07","3,1"
3/4/2006,"3,06","3,1"
31/03/2006,"3,06","3,09"
30/03/2006,"3,06","3,09"
29/03/2006,"3,06","3,09"
28/03/2006,"3,06","3,1"
27/03/2006,"3,06","3,09"
23/03/2006,"3,06","3,09"
22/03/2006,"3,06","3,09"
21/03/2006,"3,06","3,09"
20/03/2006,"3,06","3,09"
17/03/2006,"3,06","3,09"
16/03/2006,"3,06","3,09"
15/03/2006,"3,06","3,09"
14/03/2006,"3,06","3,09"
13/03/2006,"3,06","3,1"
10/3/2006,"3,06","3,09"
9/3/2006,"3,06","3,1"
8/3/2006,"3,06","3,1"
7/3/2006,"3,06","3,09"
6/3/2006,"3,05","3,09"
3/3/2006,"3,05","3,09"
2/3/2006,"3,05","3,08"
1/3/2006,"3,05","3,09"
28/02/2006,"3,06","3,09"
27/02/2006,"3,06","3,09"
24/02/2006,"3,06","3,09"
23/02/2006,"3,05","3,09"
22/02/2006,"3,05","3,09"
21/02/2006,"3,05","3,08"
20/02/2006,"3,05","3,08"
17/02/2006,"3,05","3,08"
16/02/2006,"3,05","3,09"
15/02/2006,"3,05","3,09"
14/02/2006,"3,05","3,09"
13/02/2006,"3,05","3,08"
10/2/2006,"3,05","3,08"
9/2/2006,"3,05","3,09"
8/2/2006,"3,06","3,09"
7/2/2006,"3,05","3,09"
6/2/2006,"3,05","3,08"
3/2/2006,"3,05","3,08"
2/2/2006,"3,05","3,08"
1/2/2006,"3,05","3,08"
31/01/2006,"3,04","3,08"
30/01/2006,"3,04","3,08"
27/01/2006,"3,04","3,07"
26/01/2006,"3,04","3,07"
25/01/2006,"3,03","3,07"
24/01/2006,"3,02","3,06"
23/01/2006,"3,02","3,06"
20/01/2006,"3,03","3,07"
19/01/2006,"3,03","3,07"
18/01/2006,"3,03","3,07"
17/01/2006,"3,03","3,06"
16/01/2006,"3,03","3,07"
13/01/2006,"3,03","3,07"
12/1/2006,"3,03","3,07"
11/1/2006,"3,04","3,07"
10/1/2006,"3,04","3,08"
9/1/2006,"3,05","3,09"
6/1/2006,"3,03","3,07"
5/1/2006,"3,03","3,07"
4/1/2006,"3,02","3,06"
3/1/2006,"3,02","3,06"
2/1/2006,"3,01","3,05"
30/12/2005,"3,01","3,05"
29/12/2005,"3,01","3,05"
28/12/2005,"3,02","3,07"
27/12/2005,"3,01","3,05"
26/12/2005,3,"3,04"
23/12/2005,3,"3,04"
22/12/2005,"3,01","3,05"
21/12/2005,"3,01","3,05"
20/12/2005,"3,01","3,05"
19/12/2005,"3,01","3,05"
16/12/2005,"3,02","3,07"
15/12/2005,"2,99","3,03"
14/12/2005,"2,98","3,02"
13/12/2005,"2,99","3,02"
12/12/2005,"2,99","3,02"
9/12/2005,"2,98","3,02"
7/12/2005,"2,97","3,01"
6/12/2005,"2,98","3,01"
5/12/2005,"2,98","3,01"
2/12/2005,"2,96","2,99"
1/12/2005,"2,96","2,99"
30/11/2005,"2,96","2,99"
29/11/2005,"2,97","3,01"
28/11/2005,"2,98","3,02"
25/11/2005,"2,95","2,99"
24/11/2005,"2,94","2,98"
23/11/2005,"2,94","2,97"
22/11/2005,"2,93","2,97"
21/11/2005,"2,93","2,96"
18/11/2005,"2,93","2,97"
17/11/2005,"2,94","2,97"
16/11/2005,"2,94","2,97"
15/11/2005,"2,95","2,98"
14/11/2005,"2,95","2,98"
11/11/2005,"2,96","2,99"
10/11/2005,"2,96","2,99"
9/11/2005,"2,95","2,98"
8/11/2005,"2,95","2,99"
7/11/2005,"2,96","2,99"
4/11/2005,"2,97",3
3/11/2005,"2,97",3
2/11/2005,"2,97",3
1/11/2005,"2,98","3,01"
31/10/2005,"2,99","3,02"
28/10/2005,"2,99","3,03"
27/10/2005,3,"3,03"
26/10/2005,"2,97","3,01"
25/10/2005,"2,96","2,99"
24/10/2005,"2,96","2,99"
21/10/2005,"2,96","2,99"
20/10/2005,"2,96","2,99"
19/10/2005,"2,95","2,99"
18/10/2005,"2,95","2,98"
17/10/2005,"2,95","2,98"
14/10/2005,"2,95","2,99"
13/10/2005,"2,95","2,99"
12/10/2005,"2,93","2,97"
11/10/2005,"2,92","2,95"
7/10/2005,"2,91","2,94"
6/10/2005,"2,91","2,94"
5/10/2005,"2,9","2,93"
4/10/2005,"2,89","2,92"
3/10/2005,"2,89","2,92"
30/09/2005,"2,89","2,92"
29/09/2005,"2,9","2,92"
28/09/2005,"2,9","2,92"
27/09/2005,"2,9","2,92"
26/09/2005,"2,89","2,92"
23/09/2005,"2,89","2,92"
22/09/2005,"2,89","2,92"
21/09/2005,"2,9","2,92"
20/09/2005,"2,89","2,92"
19/09/2005,"2,89","2,92"
16/09/2005,"2,9","2,92"
15/09/2005,"2,9","2,92"
14/09/2005,"2,9","2,93"
13/09/2005,"2,89","2,92"
12/9/2005,"2,89","2,92"
9/9/2005,"2,89","2,92"
8/9/2005,"2,88","2,92"
7/9/2005,"2,88","2,91"
6/9/2005,"2,88","2,92"
5/9/2005,"2,89","2,92"
2/9/2005,"2,89","2,92"
1/9/2005,"2,89","2,92"
31/08/2005,"2,89","2,92"
30/08/2005,"2,89","2,92"
29/08/2005,"2,89","2,92"
26/08/2005,"2,89","2,92"
25/08/2005,"2,89","2,92"
24/08/2005,"2,89","2,92"
23/08/2005,"2,89","2,92"
22/08/2005,"2,89","2,92"
19/08/2005,"2,89","2,92"
18/08/2005,"2,87","2,9"
17/08/2005,"2,87","2,9"
16/08/2005,"2,86","2,9"
12/8/2005,"2,86","2,89"
11/8/2005,"2,86","2,89"
10/8/2005,"2,85","2,88"
9/8/2005,"2,85","2,88"
8/8/2005,"2,85","2,88"
5/8/2005,"2,85","2,88"
4/8/2005,"2,84","2,87"
3/8/2005,"2,84","2,87"
2/8/2005,"2,84","2,87"
1/8/2005,"2,84","2,88"
29/07/2005,"2,85","2,88"
28/07/2005,"2,85","2,88"
27/07/2005,"2,85","2,88"
26/07/2005,"2,85","2,88"
25/07/2005,"2,85","2,88"
22/07/2005,"2,85","2,88"
21/07/2005,"2,85","2,88"
20/07/2005,"2,85","2,88"
19/07/2005,"2,85","2,88"
18/07/2005,"2,85","2,88"
15/07/2005,"2,85","2,88"
14/07/2005,"2,85","2,88"
13/07/2005,"2,86","2,89"
12/7/2005,"2,86","2,89"
11/7/2005,"2,85","2,88"
8/7/2005,"2,86","2,89"
7/7/2005,"2,86","2,89"
6/7/2005,"2,87","2,9"
5/7/2005,"2,87","2,9"
4/7/2005,"2,86","2,9"
1/7/2005,"2,87","2,9"
30/06/2005,"2,87","2,9"
29/06/2005,"2,87","2,91"
28/06/2005,"2,88","2,91"
27/06/2005,"2,87","2,9"
24/06/2005,"2,86","2,89"
23/06/2005,"2,85","2,89"
22/06/2005,"2,85","2,89"
21/06/2005,"2,86","2,89"
17/06/2005,"2,86","2,89"
16/06/2005,"2,86","2,89"
15/06/2005,"2,86","2,89"
14/06/2005,"2,87","2,9"
10/6/2005,"2,88","2,91"
9/6/2005,"2,88","2,91"
8/6/2005,"2,88","2,91"
7/6/2005,"2,88","2,91"
6/6/2005,"2,88","2,91"
3/6/2005,"2,87","2,9"
2/6/2005,"2,87","2,9"
1/6/2005,"2,87","2,9"
31/05/2005,"2,87","2,9"
30/05/2005,"2,87","2,9"
27/05/2005,"2,87","2,91"
26/05/2005,"2,87","2,9"
24/05/2005,"2,87","2,9"
23/05/2005,"2,87","2,9"
20/05/2005,"2,87","2,91"
19/05/2005,"2,87","2,9"
18/05/2005,"2,88","2,91"
17/05/2005,"2,87","2,9"
16/05/2005,"2,87","2,9"
13/05/2005,"2,88","2,91"
12/5/2005,"2,89","2,91"
11/5/2005,"2,88","2,91"
10/5/2005,"2,88","2,91"
9/5/2005,"2,88","2,91"
6/5/2005,"2,88","2,91"
5/5/2005,"2,88","2,91"
4/5/2005,"2,88","2,91"
3/5/2005,"2,88","2,91"
2/5/2005,"2,89","2,92"
29/04/2005,"2,9","2,93"
28/04/2005,"2,89","2,92"
27/04/2005,"2,89","2,92"
26/04/2005,"2,88","2,92"
25/04/2005,"2,88","2,92"
22/04/2005,"2,89","2,92"
21/04/2005,"2,89","2,92"
20/04/2005,"2,89","2,92"
19/04/2005,"2,88","2,92"
18/04/2005,"2,89","2,92"
15/04/2005,"2,88","2,92"
14/04/2005,"2,87","2,91"
13/04/2005,"2,87","2,9"
12/4/2005,"2,88","2,91"
11/4/2005,"2,88","2,91"
8/4/2005,"2,88","2,91"
7/4/2005,"2,88","2,91"
6/4/2005,"2,89","2,92"
5/4/2005,"2,9","2,93"
4/4/2005,"2,9","2,93"
1/4/2005,"2,9","2,94"
31/03/2005,"2,91","2,94"
30/03/2005,"2,9","2,93"
29/03/2005,"2,9","2,94"
28/03/2005,"2,9","2,93"
23/03/2005,"2,9","2,93"
22/03/2005,"2,9","2,93"
21/03/2005,"2,9","2,93"
18/03/2005,"2,9","2,93"
17/03/2005,"2,9","2,93"
16/03/2005,"2,9","2,93"
15/03/2005,"2,9","2,93"
14/03/2005,"2,9","2,93"
11/3/2005,"2,9","2,93"
10/3/2005,"2,92","2,95"
9/3/2005,"2,91","2,95"
8/3/2005,"2,91","2,94"
7/3/2005,"2,91","2,94"
4/3/2005,"2,92","2,95"
3/3/2005,"2,93","2,96"
2/3/2005,"2,93","2,96"
1/3/2005,"2,92","2,95"
28/02/2005,"2,91","2,94"
25/02/2005,"2,91","2,95"
24/02/2005,"2,91","2,95"
23/02/2005,"2,91","2,94"
22/02/2005,"2,9","2,93"
21/02/2005,"2,89","2,93"
18/02/2005,"2,89","2,93"
17/02/2005,"2,88","2,91"
16/02/2005,"2,88","2,91"
15/02/2005,"2,89","2,92"
14/02/2005,"2,89","2,93"
11/2/2005,"2,89","2,93"
10/2/2005,"2,89","2,93"
9/2/2005,"2,89","2,93"
8/2/2005,"2,9","2,93"
7/2/2005,"2,9","2,94"
4/2/2005,"2,9","2,93"
3/2/2005,"2,91","2,94"
2/2/2005,"2,91","2,94"
1/2/2005,"2,9","2,94"
31/01/2005,"2,91","2,94"
28/01/2005,"2,91","2,95"
27/01/2005,"2,91","2,95"
26/01/2005,"2,91","2,94"
25/01/2005,"2,91","2,95"
24/01/2005,"2,92","2,96"
21/01/2005,"2,93","2,96"
20/01/2005,"2,93","2,96"
19/01/2005,"2,92","2,96"
18/01/2005,"2,92","2,96"
17/01/2005,"2,92","2,96"
14/01/2005,"2,92","2,96"
13/01/2005,"2,92","2,96"
12/1/2005,"2,93","2,97"
11/1/2005,"2,94","2,98"
10/1/2005,"2,95","2,98"
7/1/2005,"2,95","2,98"
6/1/2005,"2,95","2,98"
5/1/2005,"2,95","2,98"
4/1/2005,"2,95","2,98"
3/1/2005,"2,95","2,98"
31/12/2004,"2,95","2,99"
30/12/2004,"2,96","2,99"
29/12/2004,"2,96",3
28/12/2004,"2,95","2,99"
27/12/2004,"2,94","2,98"
24/12/2004,"2,95","2,98"
23/12/2004,"2,94","2,98"
22/12/2004,"2,94","2,98"
21/12/2004,"2,93","2,97"
20/12/2004,"2,95","2,98"
17/12/2004,"2,96",3
16/12/2004,"2,97",3
15/12/2004,"2,96","2,99"
14/12/2004,"2,95","2,98"
13/12/2004,"2,95","2,98"
10/12/2004,"2,95","2,98"
9/12/2004,"2,95","2,99"
7/12/2004,"2,96","2,99"
6/12/2004,"2,96","2,99"
3/12/2004,"2,95","2,98"
2/12/2004,"2,93","2,97"
1/12/2004,"2,92","2,95"
